objid,fieldid,fieldmjd,astrangekm,astrangeratekms,astradeg,astraratedegday,astdecdeg,astdecratedegday,astsunj2000xkm,astsunj2000ykm,astsunj2000zkm,astsunj2000vxkms,astsunj2000vykms,astsunj2000vzkms,obssunj2000xkm,obssunj2000ykm,obssunj2000zkm,obssunj2000vxkms,obssunj2000vykms,obssunj2000vzkms,sunastobsdeg,v,vh0,fivesigmadepth,filter,maginfiltertrue,astrometricsigmamas,photometricsigmamag,snr,astrometricsigmadeg,maginfilter,dmagdetect,dmagvignet,astratruedeg,astdectruedeg,detector,obscode,na
S10005EVa,223233.0,60601.152796848335,411131562.7537432,18.95983437381543,335.9342378163566,-0.04508533255663661,-15.024834619907294,0.0004754697769835836,497735688.23695654,-104313468.6374423,-81613108.24904118,2.150222656277955,14.2972128042,5.818702538563801,135173913.96613732,57608329.49590807,24967700.785197347,-13.104538013533018,25.069733455771814,10.69530044291483,13.332141741428638,17.194109675927503,5.654109675927504,22.424198615076666,y,16.788109675927505,10.036064115286765,0.0028222945426600557,384.20003740207414,2.787795587579657e-06,16.788939159009765,0.002274741614650901,0.08974195484790234,335.93423629311286,-15.024835310770188,120.0,I11,NA
S1000dLea,223233.0,60601.152796848335,353250532.29478914,18.077178204337073,335.8381930450093,-0.0426712095686435,-15.573590061814992,-0.043003071990371254,445644385.0832327,-81673959.14081049,-69871536.46577261,0.8312019024107556,15.60408282637447,2.8862095988434477,135173913.96613732,57608329.49590807,24967700.785197347,-13.104538013533018,25.069733455771814,10.69530044291483,15.079794178020604,17.493806395393527,5.133806395393528,22.424198615076666,y,17.190806395393526,10.05638639754956,0.0035296404560364006,307.1055973677718,2.793440665985989e-06,17.183857009861455,0.004236939050358741,0.031175304500722374,335.83819182759885,-15.57359055649255,79.0,I11,NA
S1000mQRa,223233.0,60601.152796848335,408035129.7455769,21.150042005034766,335.83331074550676,-0.011219654447671902,-15.057137576296144,-0.018282395337726517,494666963.92471945,-103703088.70710482,-81032563.50428836,4.806952338190401,16.05496998767002,3.745963397722114,135173913.96613732,57608329.49590807,24967700.785197347,-13.104538013533018,25.069733455771814,10.69530044291483,13.43496655388763,19.667970564553652,5.627970564553653,22.424198615076666,y,19.36497056455365,11.010045065537383,0.015207641240780133,70.89528992817007,3.058345851538162e-06,19.39031217255207,0.0005427090127585772,0.09716703370218521,335.83331290950616,-15.057138495699903,120.0,I11,NA
S1000uuCa,223233.0,60601.152796848335,417514066.0298223,22.003685975965304,335.6850372205216,-0.029068293364222304,-17.285801809710634,-0.03672106536308983,498468235.5533376,-106539554.17941996,-99091638.83051705,4.239493809356402,14.665610792498315,1.2000725632222642,135173913.96613732,57608329.49590807,24967700.785197347,-13.104538013533018,25.069733455771814,10.69530044291483,13.431613881670275,20.918859741652565,5.708859741652564,22.424198615076666,y,20.512859741652566,15.536042044316726,0.038824995468107984,27.467856400550016,4.315567234532424e-06,20.508204915496464,0.0025409668493534404,0.03712299290278156,335.6850404226698,-17.285791413027738,5.0,I11,NA
S1002Cc0a,223233.0,60601.152796848335,428667738.03352654,19.310202881925,337.08351543650446,-0.05181880098028871,-17.93916159378931,-0.02884690952068909,510813176.8266884,-101195287.16840732,-107064879.5495499,1.4460155806165256,14.284538448583024,2.3712694675447596,135173913.96613732,57608329.49590807,24967700.785197347,-13.104538013533018,25.069733455771814,10.69530044291483,12.961090576663311,20.630049626991735,5.8000496269917345,22.424198615076666,y,20.327049626991734,14.241654728128884,0.03319825737061995,32.2071623815568,3.956015202258023e-06,20.34018465061654,0.003907435461576115,0.04650555045869472,337.083515289497,-17.939151615415277,26.0,I11,NA
S10003xDa,223234.0,60601.15324478893,411480461.6149918,17.78009111365554,336.51670427073674,-0.10629281643289137,-15.406775564953287,0.07136396708727141,499011298.9968215,-100465809.1877564,-84349927.2138807,0.6668802205011082,9.799359560094594,11.691025328459158,135173406.76787,57609299.74038595,24968114.71471498,-13.105860407104402,25.069424747640277,10.695264779913888,13.24602298776737,18.866650806839562,5.656650806839561,22.407122112069896,y,18.56365080683956,10.322977321644112,0.008505039264292951,127.15864130461767,2.867493700456698e-06,18.544310316610694,0.018508077157615033,0.09823671122338444,336.5167040629211,-15.406771404329364,110.0,I11,NA
S10005EVa,223234.0,60601.15324478893,411132296.55817556,18.96085212783014,335.9342203463229,-0.04507498559532135,-15.02483284778334,0.00047923998258868507,497735771.44938743,-104312915.34070972,-81612883.06742337,2.150203948830842,14.297216726921748,5.8187056068848095,135173406.76787,57609299.74038595,24968114.71471498,-13.105860407104402,25.069424747640277,10.695264779913888,13.332225621376141,17.19411631501444,5.654116315014441,22.407122112069896,y,16.78811631501444,10.036557221818004,0.0028485711022930176,380.65138733380013,2.7879325616161126e-06,16.786965119623424,0.0022849702769249343,0.01202374231165068,335.93421609988036,-15.024835096943217,101.0,I11,NA
S10006Nda,223234.0,60601.15324478893,408749944.9277288,20.806191430214405,335.72211719773975,-0.028749204270144824,-12.819755299806463,-0.05523792453864808,498486514.0125325,-106264048.12428056,-65727227.1902193,3.5135416682029907,15.035146338743512,1.6315100389773127,135173406.76787,57609299.74038595,24968114.71471498,-13.105860407104402,25.069424747640277,10.695264779913888,13.233383305111303,19.973053740257637,5.633053740257637,22.407122112069896,y,19.670053740257636,11.630890027828903,0.019616390967189153,54.84992349609462,3.2308027855080286e-06,19.621736387154968,0.004615085562786713,0.036061733455976616,335.7221178971937,-12.819751561819645,167.0,I11,NA
S1000dLea,223234.0,60601.15324478893,353251231.93844324,18.07818755511282,335.8381754146091,-0.04265916095465548,-15.573614388758948,-0.04299839055800498,445644417.2500628,-81673355.26692216,-69871424.77016616,0.8311781458669935,15.604087182152384,2.8862133240526244,135173406.76787,57609299.74038595,24968114.71471498,-13.105860407104402,25.069424747640277,10.695264779913888,15.079890952896694,17.49381362377544,5.133813623775442,22.407122112069896,y,17.19081362377544,10.057211534781503,0.0035642060330164666,304.1224516021353,2.7936698707726395e-06,17.185965512380093,0.004256267285522472,0.053508568266801684,335.83817271613066,-15.573609818263979,63.0,I11,NA
S1000hLCa,223234.0,60601.15324478893,333629059.5874636,17.026314986779557,336.65640515373457,-0.037402349541292366,-12.958368736993581,0.006290066651484568,433692360.9452807,-71222615.27221934,-49845864.8118627,1.2426195411794447,16.202456325156223,7.290770104595423,135173406.76787,57609299.74038595,24968114.71471498,-13.105860407104402,25.069424747640277,10.695264779913888,15.255770611770297,19.018174805888062,4.938174805888062,22.407122112069896,y,18.71517480588806,10.399371230462917,0.009471089584509797,114.13761164001843,2.8887142306841436e-06,18.71904973560989,0.0016503618811169233,0.20707271826466614,336.6564070704783,-12.958366875855877,186.0,I11,NA
S1000mQRa,223234.0,60601.15324478893,408035948.315514,21.151057009471078,335.83331068776306,-0.011209322744514446,-15.057146347042968,-0.01827852306703927,494667149.95020705,-103702467.39038163,-81032418.53793952,4.806933397641714,16.054973960690276,3.745966501149936,135173406.76787,57609299.74038595,24968114.71471498,-13.105860407104402,25.069424747640277,10.695264779913888,13.435046419828863,19.66797794568517,5.627977945685171,22.407122112069896,y,19.36497794568517,11.03128084155446,0.015411120876975238,69.95265833459717,3.0642446782095724e-06,19.358259453719562,0.0005449708827600561,0.011059632607699401,335.83330788608083,-15.057146684258804,62.0,I11,NA
S1001aCla,223234.0,60601.15324478893,368962404.643872,19.50968569172437,335.6353822753589,-0.03582154223303677,-12.323292351541333,-0.0038857707944309704,463531345.7786209,-91096049.6745536,-53778642.21290557,3.124617756139175,14.856725619692801,6.248823156775895,135173406.76787,57609299.74038595,24968114.71471498,-13.105860407104402,25.069424747640277,10.695264779913888,14.302614024477226,18.640187349152857,5.2801873491528575,22.407122112069896,y,18.337187349152856,10.236973066828737,0.00727386850983293,148.76586371690584,2.843603629674649e-06,18.331980436865248,0.0014958002432801387,0.4204378444988779,335.6353808949426,-12.323293162639144,169.0,I11,NA
S1001Wj3a,223234.0,60601.15324478893,415438618.618024,18.24617481563316,336.53383391871876,-0.059581462837774414,-13.602835243449116,-5.298689937381715e-05,505563814.1410996,-103181045.26910828,-72738963.26796946,1.2256608782173661,13.550768528306477,6.400011528017301,135173406.76787,57609299.74038595,24968114.71471498,-13.105860407104402,25.069424747640277,10.695264779913888,12.973915191473512,19.738944172184866,5.688944172184865,22.407122112069896,y,19.332944172184867,10.983085930540527,0.015032087473657559,71.72905999960201,3.050857202927924e-06,19.340457897224027,0.00403585907685231,0.030787429050833585,336.5338320190157,-13.602832048854946,181.0,I11,NA
S10006Nda,223235.0,60601.15369267327,408750750.0896547,20.80721676163097,335.7221048053555,-0.028738868451455922,-12.819775287192865,-0.0552344128663511,498486649.967079,-106263466.34599116,-65727164.0596255,3.513522809179519,15.035150361121714,1.6315125261078378,135172899.5817353,57610269.8517864,24968528.591200728,-13.107182009651636,25.069112934456342,10.695229119394652,13.233467828792582,19.973061111038184,5.6330611110381845,22.390512688182824,y,19.670061111038184,11.677078385732127,0.01987988663527255,54.116334488670205,3.243632884925591e-06,19.659785901840266,0.004599585141218238,0.09044027606798591,335.7221050231795,-12.819776301252395,9.0,I11,NA
S100075Ha,223235.0,60601.15369267327,433306091.7507625,21.540729503392132,335.97919030139116,-0.04475149828581303,-11.706986034233132,-0.013406763368215908,522720699.3109983,-115105791.57760032,-62952183.936708175,4.380250501959221,13.077378411288796,5.175755594706416,135172899.5817353,57610269.8517864,24968528.591200728,-13.107182009651636,25.069112934456342,10.695229119394652,12.492112611840069,19.56571798506437,5.83571798506437,22.390512688182824,y,19.26271798506437,10.910294865430997,0.014421239099225713,74.78841035725677,3.030637462619721e-06,19.255292302089046,0.002523042576325318,0.006752503430737584,335.97919332696773,-11.70698644086606,40.0,I11,NA
S1000cfea,223235.0,60601.15369267327,403530386.33207476,17.73166670125746,338.2638651360925,-0.059851909777821705,-10.832981078308658,-0.01937472406502595,503332038.42840487,-89167094.29212059,-50873687.32472652,1.0199575880825786,14.279088848405069,5.811770139655817,135172899.5817353,57610269.8517864,24968528.591200728,-13.107182009651636,25.069112934456342,10.695229119394652,12.659073794989622,17.393165581201707,5.5831655812017065,22.390512688182824,y,16.987165581201708,10.046482538039323,0.003207312515035577,338.019239772658,2.790689593899812e-06,16.99169288940973,0.004593606332456663,0.05111019738079692,338.26386245350903,-10.832981149069184,183.0,I11,NA
S1000hLCa,223235.0,60601.15369267327,333629718.47870225,17.02734452623334,336.6563934818801,-0.03738996567259552,-12.958361123991192,0.006294144440247083,433692409.02799225,-71221988.31748657,-49845582.6951847,1.2425938065549318,16.202460553175843,7.2907730631686505,135172899.5817353,57610269.8517864,24968528.591200728,-13.107182009651636,25.069112934456342,10.695229119394652,15.25587289462204,19.01818222174729,4.938182221747288,22.390512688182824,y,18.715182221747288,10.41013309982602,0.009584861433488648,112.77688600749632,2.891703638840561e-06,18.721680880486502,0.0016442169000951891,0.03669626068507981,336.6563903213118,-12.958364057717853,25.0,I11,NA
S1000wRda,223235.0,60601.15369267327,405245829.4456292,21.238662663307487,337.59895301088636,-0.05410650649168017,-12.002895384743447,-0.012619117031185925,501647217.4608364,-93447443.13931523,-59306848.64202376,4.250141063019031,13.229586324793564,5.268345533753739,135172899.5817353,57610269.8517864,24968528.591200728,-13.107182009651636,25.069112934456342,10.695229119394652,12.863488086637172,20.989990709025083,5.599990709025082,22.390512688182824,y,20.583990709025084,16.404911945982732,0.04243298654078655,25.09033638032258,4.556919984995203e-06,20.585137361639887,0.003552906693374876,0.0025258820583254696,337.59894478839254,-12.002894821485574,103.0,I11,NA
S1001aCla,223235.0,60601.15369267327,368963159.63453776,19.51070729473321,335.63536119528067,-0.03581007928358239,-12.323299506813358,-0.003882235779424752,463531466.6843913,-91095474.79768053,-53778400.41641414,3.1245956100074137,14.856729973884402,6.248825726968009,135172899.5817353,57610269.8517864,24968528.591200728,-13.107182009651636,25.069112934456342,10.695229119394652,14.302705576045815,18.640194948793283,5.280194948793284,22.390512688182824,y,18.337194948793282,10.243091189726838,0.007356475485683441,147.0897473671105,2.845303108257455e-06,18.339900272605078,0.001490157191992191,0.044252242749224686,335.6353648535893,-12.32329490222429,5.0,I11,NA
S1001Fn3a,223235.0,60601.15369267327,334595276.20307267,17.21226171077881,337.2984390255733,-0.04844189993324626,-13.067796133349894,-0.04739813442677972,435852637.1784194,-68176393.76323198,-50684759.54705645,0.46129236244191135,15.936544699245852,3.6829986511030346,135172899.5817353,57610269.8517864,24968528.591200728,-13.107182009651636,25.069112934456342,10.695229119394652,15.079771797193708,20.62684070392916,4.946840703929162,22.390512688182824,y,20.220840703929163,13.810679183720294,0.031242267135462225,34.254555931162514,3.836299773255638e-06,20.152364279339693,0.0053595846239557435,0.05632781271567214,337.29844280553147,-13.067797747755746,63.0,I11,NA
S1000cfea,223236.0,60601.15413936426,403531070.68995106,17.732731248889046,338.2638382844555,-0.05984202145404592,-10.832988660302869,-0.01937169189719942,503332077.7900324,-89166543.23638128,-50873463.03804571,1.0199385724354877,14.279092218978805,5.811772062422062,135172393.69670478,57611237.36503662,24968941.363021933,-13.108499456849438,25.068798823435962,10.695193551955578,12.659167155864418,17.39317238263362,5.583172382633618,22.434716969079396,y,16.98717238263362,10.041369924532892,0.0031294894017736908,346.4374128051683,2.789269423481359e-06,16.992452558370893,0.004911638472700148,0.2747475606070921,338.263835720424,-10.832989802901118,27.0,I11,NA
S1000lega,223236.0,60601.15413936426,392255980.61510706,20.746118336696657,340.44662388862855,-0.05808220595231477,-9.316749077672618,-0.021775856886745597,499930961.3941516,-71939122.57754402,-38534286.7133177,4.400368967958127,14.031752986148682,5.634234032324201,135172393.69670478,57611237.36503662,24968941.363021933,-13.108499456849438,25.068798823435962,10.695193551955578,12.31990607541908,19.92860343984989,5.478603439849891,22.434716969079396,y,19.62560343984989,11.377415417351736,0.018518025002159686,58.13273887876773,3.160393171486593e-06,19.577541037874802,0.004821619791916528,0.24789920970809814,340.4466197262331,-9.31674930608273,168.0,I11,NA
S1000r2Ga,223236.0,60601.15413936426,381914262.87049425,17.61821228193029,341.4520329264806,-0.0880299468389867,-10.433174950232381,0.010578287080031093,491262857.58277786,-61866570.081961766,-44191398.77883187,1.3339957219137066,13.17869616299658,8.307833480120534,135172393.69670478,57611237.36503662,24968941.363021933,-13.108499456849438,25.068798823435962,10.695193551955578,12.46030936825081,18.444982827746433,5.384982827746432,22.434716969079396,y,18.141982827746432,10.16547436150851,0.006269149289461025,172.68764814542135,2.8237428781968086e-06,18.139941102059847,0.009710920639339949,0.04685691378889866,341.45203007393474,-10.433176630939672,183.0,I11,NA
S1001booa,223236.0,60601.15413936426,396387443.35372084,17.17457826437942,340.49028631546634,-0.06769724241132753,-11.052089487795497,-0.02263382517725326,501871651.08356076,-72313743.71177456,-51019042.56411704,0.6755598481638249,14.541608047635188,5.6243926027614535,135172393.69670478,57611237.36503662,24968941.363021933,-13.108499456849438,25.068798823435962,10.695193551955578,12.37950172224039,18.786685997434066,5.516685997434067,22.434716969079396,y,18.483685997434065,10.261318631092921,0.007891023680568184,137.0919054320859,2.8503662864147003e-06,18.474829095795158,0.00630992881559163,-0.0,340.49028763397274,-11.052085512414559,98.0,I11,NA
S1001LATa,223236.0,60601.15413936426,398983094.8468277,19.039646538914944,340.40185576140533,-0.07079652053173979,-10.3743232543411,-0.011909538534444956,504897132.9850753,-74028331.3846289,-46879271.756985076,2.4896285746952205,13.558196505321575,6.322787586476372,135172393.69670478,57611237.36503662,24968941.363021933,-13.108499456849438,25.068798823435962,10.695193551955578,12.269913736958765,20.168787894158015,5.538787894158014,22.434716969079396,y,19.762787894158016,11.694754924767022,0.020672039477947136,52.0235550539028,3.248543034657506e-06,19.750141211234308,0.00639223769319278,0.0024799440449418623,340.4018557213707,-10.374322231831414,138.0,I11,NA
S1000lega,223237.0,60601.15458771875,392256784.2960657,20.747219214628906,340.4465924789779,-0.058072527538071794,-9.316763591034656,-0.021773013160640634,499931131.8427228,-71938579.0554258,-38534068.47038523,4.400349197163524,14.031755832891639,5.634235556969658,135171885.8762629,57612208.469777375,24969355.670933273,-13.109821167368882,25.068480401877117,10.695157850025236,12.320001958571632,19.92861178959322,5.47861178959322,22.35535220734601,y,19.62561178959322,11.711690721526534,0.019732110849360877,54.525339005807126,3.2532474226462594e-06,19.60758869538997,0.004343097165590361,1.043085949581715,340.4465936869817,-9.316759068749043,161.0,I11,NA
S1000C5ka,223238.0,60601.15503361176,397695071.24652,19.883061278728494,340.78865664822445,-0.0721549532028818,-8.0138550388959,-0.015482979077134704,507051857.3971558,-71971892.88356075,-30473948.515810907,3.4289879165103683,13.226974411113874,6.691912355262431,135171380.7929726,57613174.23088948,24969767.702935345,-13.11113497322678,25.068160609725545,10.695122342077468,11.9948252237666,19.863958611529522,5.5239586115295225,22.370655357510486,y,19.56095861152952,11.479790510829245,0.018509418023435746,58.160002095523275,3.188830697452568e-06,19.574065600305854,0.006335337874020431,0.0054008177780465235,340.78865376707824,-8.01385853251044,43.0,I11,NA
S1000lega,223238.0,60601.15503361176,392257583.6071045,20.748312414237894,340.4465667485144,-0.058062867487454005,-9.316773030467312,-0.021770188414674117,499931301.35477626,-71938038.51712021,-38533851.42554209,4.400329534875113,14.031758663976305,5.634237073232949,135171380.7929726,57613174.23088948,24969767.702935345,-13.11113497322678,25.068160609725545,10.695122342077468,12.320097310898387,19.92862009354605,5.478620093546052,22.370655357510486,y,19.62562009354605,11.630985359845884,0.019491435751429087,55.20474017839855,3.2308292666238564e-06,19.621139834680545,0.004461140476339675,0.054119218265575524,340.44656779499667,-9.316768776554783,12.0,I11,NA
S1000vkYa,223238.0,60601.15503361176,320609674.372704,18.704378630209227,340.38517653507085,-0.055963914175011405,-8.457086888971132,-0.013288199096547139,433892376.05652016,-48843685.24166281,-22181868.584745973,2.993722420127168,15.523871732748967,7.093485079142002,135171380.7929726,57613174.23088948,24969767.702935345,-13.11113497322678,25.068160609725545,10.695122342077468,14.24662927062667,18.06103391324347,4.791033913243471,22.370655357510486,y,17.65503391324347,10.104708380268743,0.004793638679955997,225.99557902616033,2.8068634389635397e-06,17.66183353730223,0.003850593917870424,0.02145499423366761,340.38517611244316,-8.457088671206948,37.0,I11,NA
S1002UKGa,223238.0,60601.15503361176,405097105.9826628,18.408258477060745,340.8787295659208,-0.06525248860151928,-8.966567022786084,-0.03996684340687415,513240864.7648211,-73462304.52014105,-38167895.39614442,1.8596848493696179,14.296260677403321,4.595732882930617,135171380.7929726,57613174.23088948,24969767.702935345,-13.11113497322678,25.068160609725545,10.695122342077468,11.89219785340329,20.44886360026559,5.58886360026559,22.370655357510486,y,20.14586360026559,13.54510211810945,0.02983789526518802,35.89011824720183,3.7625283661415135e-06,20.14877676686765,0.006814539604146808,0.008110975686590747,340.8787331895648,-8.966565669536624,46.0,I11,NA
S1003hsea,223239.0,60601.15548212108,345071723.18437177,16.882297799553516,343.4596790550902,-0.07420119347669946,-10.41028160002241,-0.019878584085442113,460518244.961484,-39007265.73511831,-37382806.7228635,1.1166230756717421,15.536231912385093,6.282024997580651,135170872.69479305,57614145.64662201,24970182.15137121,-13.112455827257888,25.067835805314576,10.695086623714738,12.956354848438352,20.351836159605586,5.031836159605586,22.43624596386615,y,20.048836159605585,12.609240677219207,0.026074937176805632,41.14107400634927,3.5025668547831133e-06,20.054862873860223,0.007295365192510518,-0.0,343.45967489374937,-10.410286401350628,97.0,I11,NA
S100krCJa,223239.0,60601.15548212108,414977286.0797832,18.32132443367904,344.23856312320066,-0.07923735128156963,-11.604744480236814,-0.026242649504580377,526381678.7958293,-52803104.05200172,-58506160.26103619,1.9664288567962724,14.0520810306274,4.854992577551531,135170872.69479305,57614145.64662201,24970182.15137121,-13.112455827257888,25.067835805314576,10.695086623714738,11.232367247648915,22.507054575516765,5.667054575516765,22.43624596386615,y,22.204054575516764,52.15004214344397,0.1629905834614771,6.173848431723392,1.4486122817623323e-05,22.151760189857963,0.00854997548549463,0.036070000211321826,344.23855228390687,-11.604731375714822,112.0,I11,NA
S1001joSa,223240.0,60601.15593080322,355050887.80663764,18.458781053601253,346.2128520910599,-0.08903125073599384,-6.956364141554208,-0.02017775219408871,477453117.5884673,-26376180.455719262,-18030832.074855227,3.0005925357274394,14.587650154821372,7.023335639419113,135170364.35024384,57615117.42283563,24970596.75761819,-13.113776516192122,25.067507731327,10.695050889549979,11.624215287562167,19.90235374008588,5.112353740085879,22.40442127647394,y,19.599353740085878,11.40782052406666,0.018577858051112246,57.94391166466937,3.1688390344629607e-06,19.56791243843109,0.010309987678327848,0.09420571865502943,346.21285359812316,-6.956365171269526,186.0,I11,NA
